idMso	Exists in Office PowerPoint 2010	Type in Office PowerPoint 2010	Label in Office PowerPoint 2010	Exists in Office PowerPoint 2013	Type in Office PowerPoint 2013	Label in Office PowerPoint 2013
MenuChartPlotArea	1	contextMenu		0
MenuChartSeriesLine	1	contextMenu		0
MenuChartSideWall	1	contextMenu		0
MenuChartTitle	1	contextMenu		0
MenuChartTrendline	1	contextMenu		0
MenuChartTrendlineLabel	1	contextMenu		0
MenuChartUpBars	1	contextMenu		0
MenuChartWalls	1	contextMenu		0
MenuCommentMarker	1	contextMenu		0
MenuCopy	1	splitButton	Copy	0
MenuCurve	1	contextMenu		0
MenuDrawnObject	1	contextMenu		0
MenuEquation	1	contextMenu		0
MenuFrame	1	contextMenu		0
MenuGraphicOleCompat	1	contextMenu		0
MenuGraphicsCompat	1	contextMenu		0
MenuMotionPath	1	contextMenu		0
MenuMotionPathPoint	1	contextMenu		0
MenuMotionPathSegment	1	contextMenu		0
MenuNotesEditText	1	contextMenu		0
MenuOCX	1	contextMenu		0
MenuOPHPPTPreview	1	contextMenu		0
MenuObjectEditPoint	1	contextMenu		0
MenuObjectEditSegment	1	contextMenu		0
MenuObjectsGroup	1	contextMenu		0
MenuPicture	1	contextMenu		0
MenuPublish	1	menu	Publish	1	menu	Publish
MenuRevision	1	contextMenu		0
MenuRightDragDrop	1	contextMenu		0
MenuSectionLabel	1	contextMenu		0
MenuShape	1	contextMenu		0
MenuShapeConnector	1	contextMenu		0
MenuShapeFreeform	1	contextMenu		0
MenuSlideGap	1	contextMenu		0
MenuSlideShow	1	contextMenu		0
MenuSlideShowBrowse	1	contextMenu		0
MenuSlideShowHyperlink	1	contextMenu		0
MenuSlideShowPointerOptions	1	contextMenu		0
MenuSlideShowShort	1	contextMenu		0
MenuSlideSorter	1	contextMenu		0
MenuSlideSync	1	contextMenu		0
MenuSmartArtBackground	1	contextMenu		0
MenuSmartArtContentPane	1	contextMenu		0
MenuSmartArtEdit1DShape	1	contextMenu		0
MenuSmartArtEdit1DShapeText	1	contextMenu		0
MenuSmartArtEditSmartArt	1	contextMenu		0
MenuSmartArtEditText	1	contextMenu		0
MenuSpell	1	contextMenu		0
MenuTable	1	contextMenu		0
MenuTableWhole	1	contextMenu		0
MenuTextEdit	1	contextMenu		0
MenuTextEditOutline	1	contextMenu		0
MenuThumbnail	1	contextMenu		0
MergeCells	1	button	Merge Cells	1	button	Merge Cells
MergeViewClose	0			1	button	Close Merge View
MiniTranslator	0			1	toggleButton	Mini Translator
MinimizeRibbon	0			1	toggleButton	Collapse the Ribbon
MoreControlsDialog	1	button	More Controls	1	button	More Controls
MoreCorrectionAlternatives	0			1	button	More
MoreTextureOptions	1	button	More Textures	1	button	More Textures
MovieFromClipOrganizerInsert	1	button	Video from Organizer	1	button	Online Video
MovieFromFileInsert	1	button	Video from File	1	button	Video on My PC
MovieFromOnlineInsert	1	button	Video from Online Video Site	0
MovieInsert	1	splitButton	Video	1	splitButton	Video
MovieInsert02	0			1	menu	Video
MoviePlay	1	button	Preview	1	button	Preview
MoviePlayAutomatically	1	dropDown	Play Video	1	dropDown	Play Video
MoviePlayFullScreen	1	checkBox	Play Full Screen	1	checkBox	Play Full Screen
MovieRewindAfterPlaying	1	checkBox	Rewind after Playing	1	checkBox	Rewind after Playing
NewInkBallpoint	1	toggleButton	Pen	0
NewPointEraserMedium	1	toggleButton	Medium	0
NewPointEraserSmall	1	toggleButton	Small	0
NewSection	1	button	Add Section	0
NewStrokeEraser	1	toggleButton	Stroke	0
NextPane	1	button	Next Pane	1	button	Next Pane
NoAudioStyle	0			1	toggleButton	No Style
NumberInsert	1	button	Number	1	button	Number
NumberingGallery	1	gallery	Numbering	1	gallery	Numbering
ObjectAddText	1	button	Add Text	1	button	Add Text
ObjectAlignMenu	1	menu	Align	1	menu	Align
ObjectBorderOutlineColorMoreColorsDialog	1	button	More Outline Colors	1	button	More Outline Colors
ObjectBringForward	1	button	Bring Forward	1	button	Bring Forward
ObjectBringForwardMenu	0			1	splitButton	Bring Forward
ObjectBringToFront	1	button	Bring to Front	1	button	Bring to Front
ObjectBringToFrontMenu	1	splitButton	Bring to Front	1	splitButton	Bring to Front
ObjectEditDialog	1	button	Object	1	button (dialogBoxLauncher)	Object
ObjectEditPoints	1	toggleButton	Edit Points	1	toggleButton	Edit Points
ObjectEditShapeMenu	1	menu	Edit Shape	1	menu	Edit Shape
ObjectEditText	1	button	Edit Text	1	button	Edit Text
ObjectEffectGlowGallery	1	gallery	Glow	1	gallery	Glow
ObjectEffectPresetGallery	1	gallery	Preset	1	gallery	Preset
ObjectEffectShadowGallery	1	gallery	Shadow	1	gallery	Shadow
ObjectEffectSoftEdgesGallery	1	gallery	Soft Edges	1	gallery	Soft Edges
ObjectFillMoreColorsDialog	1	button	More Fill Colors	1	button	More Fill Colors
ObjectFlipHorizontal	1	button	Flip Horizontal	1	button	Flip Horizontal
ObjectFlipVertical	1	button	Flip Vertical	1	button	Flip Vertical
ObjectFormatDialog	1	button	Object	1	button	Format Object
ObjectNudgeDown	1	button	Down	1	button	Down
ObjectNudgeLeft	1	button	Left	1	button	Left
ObjectNudgeRight	1	button	Right	1	button	Right
ObjectNudgeUp	1	button	Up	1	button	Up
ObjectPictureFill	1	button	Picture	1	button	Picture
ObjectRotateFree	1	button	Free Rotate	1	button	Free Rotate
ObjectRotateGallery	1	gallery	Rotate	1	gallery	Rotate
ObjectRotateLeft90	1	button	Rotate Left 90°	1	button	Rotate Left 90°
ObjectRotateRight90	1	button	Rotate Right 90°	1	button	Rotate Right 90°
ObjectRotationOptionsDialog	1	button	More Rotation Options	1	button	More Rotation Options
ObjectSaveAsPicture	1	button	Save as Picture	1	button	Save as Picture
ObjectSendBackward	1	button	Send Backward	1	button	Send Backward
ObjectSendBackwardMenu	0			1	splitButton	Send Backward
ObjectSendToBack	1	button	Send to Back	1	button	Send to Back
ObjectSendToBackMenu	1	splitButton	Send to Back	1	splitButton	Send to Back
ObjectSetShapeDefaults	1	button	Set AutoShape Defaults	1	button	Set AutoShape Defaults
ObjectSizeAndPositionDialog	1	button	Size and Position	1	button	Size and Position
ObjectUnionShapes	1	button	Union	0
ObjectsAlignBottomSmart	1	button	Align Bottom	1	button	Align Bottom
ObjectsAlignCenterHorizontalSmart	1	button	Align Center	1	button	Align Center
ObjectsAlignLeftSmart	1	button	Align Left	1	button	Align Left
ObjectsAlignMiddleVerticalSmart	1	button	Align Middle	1	button	Align Middle
ObjectsAlignRelativeToContainerSmart	1	toggleButton	Align to Slide	1	toggleButton	Align to Slide
ObjectsAlignRightSmart	1	button	Align Right	1	button	Align Right
ObjectsAlignSelectedSmart	1	toggleButton	Align Selected Objects	1	toggleButton	Align Selected Objects
ObjectsAlignTopSmart	1	button	Align Top	1	button	Align Top
ObjectsArrangeMenu	1	menu	Arrange	1	menu	Arrange
ObjectsGroup	1	button	Group	1	button	Group
ObjectsGroupMenu	1	menu	Group	1	menu	Group
ObjectsMultiSelect	1	button	Select Multiple Objects	1	button	Select Multiple Objects
ObjectsRegroup	1	button	Regroup	1	button	Regroup
ObjectsSelect	1	toggleButton	Select Objects	1	toggleButton	Select Objects
ObjectsUngroup	1	button	Ungroup	1	button	Ungroup
OleConvert	1	button	Convert	1	button	Convert
OleObjectctInsert	1	button	Object	1	button	Object
OnlineDiagramming	1	toggleButton	Convert to Shapes	0
OpenMeetingNotes	0			1	button	Open Shared Meeting Notes
OpenPath	1	toggleButton	Open Path	1	toggleButton	Open Path
OutlineCollapse	1	button	Collapse	1	button	Collapse
OutlineCollapseMenu	1	splitButton	Collapse	1	splitButton	Collapse
OutlineColorPicker	1	gallery	Picture Border	1	gallery	Picture Border
OutlineDashesGallery	1	gallery	Dashes	1	gallery	Dashes
OutlineDemote	1	button	Demote	1	button	Demote
OutlineExpand	1	button	Expand	1	button	Expand
OutlineExpandAll	1	button	Expand All	1	button	Expand All
OutlineExpandMenu	1	splitButton	Expand	1	splitButton	Expand
OutlineMoveDown	1	button	Move Down	1	button	Move Down
OutlineMoveUp	1	button	Move Up	1	button	Move Up
OutlinePromote	1	button	Promote	1	button	Promote
OutlineShowTextFormatting	1	toggleButton	Show Text Formatting	1	toggleButton	Show Text Formatting
OutlineThumbnailsShowHide	1	button	Show Outline	1	button	Show Outline
OutlineWeightGallery	1	gallery	Weight	1	gallery	Weight
OutlookTaskCreate	1	button	Create Microsoft Outlook Task	1	button	Create Microsoft Outlook Task
PageNext	1	button	Next Page	1	button	Next Page
PageOrientationGallery	1	menu	Orientation	1	menu	Orientation
PageOrientationLandscape	1	toggleButton	Landscape	1	toggleButton	Landscape
PageOrientationPortrait	1	toggleButton	Portrait	1	toggleButton	Portrait
PagePrevious	1	button	Previous Page	1	button	Previous Page
ParagraphDialog	1	button	Paragraph	1	button	Paragraph
ParagraphDistributed	1	toggleButton	Distributed	1	toggleButton	Distributed
ParagraphMoreColumnsDialog	1	button	More Columns	1	button	More Columns
Paste	1	button	Paste	1	button	Paste
PasteApplyStyle	1	button	Apply Style	1	button	Apply Style
PasteAsEmbedded	1	button	Embed	1	button	Embed
PasteAsHyperlink	1	button	Paste as Hyperlink	1	button	Paste as Hyperlink
PasteAsPicture	1	button	Picture	1	button	Picture
PasteBitmap	1	button	Paste as Bitmap	1	button	Paste as Bitmap
PasteDestinationTheme	1	button	Use Destination Theme	1	button	Use Destination Theme
PasteDuplicate	1	button	Duplicate	1	button	Duplicate
PasteExcelChartDestinationTheme	1	button	Use Destination Theme	1	button	Use Destination Theme & Embed Workbook
PasteExcelChartSourceFormatting	1	button	Keep Source Formatting	1	button	Keep Source Formatting & Embed Workbook
PasteExcelTableDestinationTableStyle	1	button	Use Destination Styles	1	button	Use Destination Styles
PasteExcelTableSourceFormatting	1	button	Keep Source Formatting	1	button	Keep Source Formatting
PasteGIF	1	button	Paste as GIF	0
PasteGallery	1	gallery	Paste	1	gallery	Paste
PasteGalleryMini	1	gallery	Paste Options	1	gallery	Paste Options
PasteGif	0			1	button	Paste as GIF
PasteInk	1	button	Ink	1	button	Ink
PasteJPEG	1	button	Paste as JPEG	0
PasteJpeg	0			1	button	Paste as JPEG
PasteLinkedExcelChartDestinationTheme	1	button	Link & Use Destination Theme	1	button	Use Destination Theme & Link Data
PasteLinkedExcelChartSourceFormatting	1	button	Link & Keep Source Formatting	1	button	Keep Source Formatting & Link Data
PasteMenu	1	splitButton	Paste	1	splitButton	Paste
PastePNG	1	button	Paste as PNG	0
PastePng	0			1	button	Paste as PNG
PasteSourceFormatting	1	button	Keep Source Formatting	1	button	Keep Source Formatting
PasteSpecialDialog	1	button	Paste Special	1	button	Paste Special
PasteTextOnly	1	button	Keep Text Only	1	button	Keep Text Only
PenAddFavorite	0			1	button	Add Current Pen to Favorite Pens
PensGallery	0			1	gallery	Pens
Personalization	0			1	group	Office Background
PhotoAlbumEdit	1	button	Edit Photo Album	1	button	Photo Album
PhotoAlbumInsert	1	button	New Photo Album	1	button	New Photo Album
PhotoAlbumInsertMenu	1	splitButton	Photo Album	1	splitButton	Photo Album
PickUpStyle	1	button	Pick Up Style	1	button	Pick Up Style
PictureArtisticEffectsGallery	1	gallery	Artistic Effects	1	gallery	Artistic Effects
PictureArtisticEffectsReset	0			1	button	Reset Artistic Effects
PictureBackgroundRemoval	1	toggleButton	Background Removal	1	toggleButton	Remove Background
PictureBackgroundRemovalMarkBackground	1	toggleButton	Mark to Remove	1	toggleButton	Mark Areas to Remove
PictureBackgroundRemovalMarkDelete	1	toggleButton	Delete Marks	1	toggleButton	Delete Mark
PictureBackgroundRemovalMarkForeground	1	toggleButton	Mark to Include	1	toggleButton	Mark Areas to Keep
PictureBrightnessAndContrastGallery	1	gallery	Brightness & Contrast	1	gallery	Brightness & Contrast
PictureBrightnessGallery	1	gallery	Brightness	1	gallery	Brightness
PictureChange	1	button	Change Picture	1	button	Change Picture
PictureColorDialog	1	button	Picture Color Options	1	button	Picture Color Options
PictureColorMenu	1	menu	Color	1	menu	Color
PictureColorReset	0			1	button	Reset Picture Color
PictureColorTempertatureGallery	1	gallery	Color Tone	1	gallery	Color Tone
PictureContrastGallery	1	gallery	Contrast	1	gallery	Contrast
PictureCorrectionsDialog	1	button	Picture Corrections Options	1	button	Picture Corrections Options
PictureCorrectionsMenu	1	menu	Corrections	1	menu	Corrections
PictureCorrectionsReset	0			1	button	Reset Picture Corrections
PictureCrop	1	toggleButton	Crop	1	toggleButton	Crop
PictureCropAspectRatio16To10	0			1	button	16:10
PictureCropAspectRatio16To9	0			1	button	16:09
PictureCropAspectRatio1To1	1	button	1:1	1	button	1:01
PictureCropAspectRatio2To3	1	button	2:3	1	button	2:03
PictureCropAspectRatio3To2	0			1	button	3:02
PictureCropAspectRatio3To4	0			1	button	3:04
PictureCropAspectRatio3To5	1	button	3:5	1	button	3:05
PictureCropAspectRatio4To3	0			1	button	4:03
PictureCropAspectRatio4To5	1	button	4:5	1	button	4:05
PictureCropAspectRatio4To6	1	button	4:6	0
PictureCropAspectRatio5To3	0			1	button	5:03
PictureCropAspectRatio5To4	0			1	button	5:04
PictureCropAspectRatioMenu	1	menu	Aspect Ratio	1	menu	Aspect Ratio
PictureCropTools	0			1	splitButton	Crop Tools
PictureCropToolsMenu	1	splitButton	Crop Tools	0
PictureEdit	1	button	Edit Picture	1	button	Edit Picture
PictureEffectsGlowGallery	1	gallery	Glow	1	gallery	Glow
PictureEffectsMenu	1	menu	Picture Effects	1	menu	Picture Effects
PictureEffectsPresetGallery	1	gallery	Preset	1	gallery	Preset
PictureEffectsShadowGallery	1	gallery	Shadow	1	gallery	Shadow
PictureEffectsSoftEdgesGallery	1	gallery	Soft Edges	1	gallery	Soft Edges
PictureFillCrop	0			1	button	Fill
PictureFitCrop	0			1	button	Fit
PictureInsertFromFile	1	button	Picture	1	button	Pictures
PictureInsertFromFilePowerPoint	1	button	Picture	1	button	Pictures
PictureRecolorGallery	1	gallery	Recolor	1	gallery	Recolor
PictureRecolorMoreColorsDialog	1	button	More Colors	1	button	More Colors
PictureReflectionGallery	1	gallery	Reflection	1	gallery	Reflection
PictureReset	1	button	Reset Picture	1	button	Reset Picture
PictureResetAndSize	0			1	button	Reset Picture & Size
PictureResetColor	1	button	Reset Picture Color	0
PictureResetCorrections	1	button	Reset Picture Corrections	0
PictureResetEffects	1	button	Reset Picture Effects	0
PictureResetSplitButton	0			1	splitButton	Reset Picture
PictureRotationGallery	1	gallery	3-D Rotation	1	gallery	3-D Rotation
PictureSaturationGallery	1	gallery	Color Saturation	1	gallery	Color Saturation
PictureSetTransparentColor	1	toggleButton	Set Transparent Color	1	toggleButton	Set Transparent Color
PictureShapeGallery	0			1	gallery	Change Shape
PictureSharpenSoftenGallery	1	gallery	Sharpen & Soften	1	gallery	Sharpen & Soften
PictureStylesGallery	1	gallery	Quick Styles	1	gallery	Quick Styles
PicturesCompress	1	button	Compress Pictures	1	button	Compress Pictures
PicturesConvertToSmartArt	0			1	gallery	Picture Layout
PlaceApplication	1	place		0
PlaceDocInfo	1	place		0
PlaceNew	1	place		0
PlaceOpen	1	place		0
PlacePrint	1	place		0
PlaceShare	1	place		0
PlaceholderOrientation	1	menu	Placeholder Orientation	1	menu	Placeholder Orientation
PlaceholderOrientationHorizontal	1	toggleButton	Horizontal	1	toggleButton	Horizontal
PlaceholderOrientationVertical	1	toggleButton	Vertical	1	toggleButton	Vertical
PlayInBackground	0			1	toggleButton	Play in Background
PlaybackTipPlay	0			1	button	Speak
PointEraserMedium	0			1	toggleButton	Medium Eraser
PointEraserSmall	0			1	toggleButton	Small Eraser
PowerPointPageSetup	1	button	Page Setup	1	gallery	Slide Size
PowerPointParagraphDialog	1	button	Paragraph	1	button (dialogBoxLauncher)	Paragraph
PreviewAnimationMenu	1	splitButton	Preview	0
PrintOptionsMenu	1	menu	Options	1	menu	Options
PrintPreviewAndPrint	0			1	button	Print Preview and Print
PrintPreviewClose	1	button	Close Print Preview	1	button	Close Print Preview
PrintWhat	1	dropDown	Print What	1	dropDown	Print What
PrintWhatLabel	1	labelControl	Print What	1	labelControl	Print What
PropertySheet	1	button	Property Sheet	1	button	Property Sheet
PublishGroup	0			1	taskFormGroup	Publishing Features
QuickAccessToolbarCustomization	1	button	Customize Quick Access Toolbar	1	button	Customize Quick Access Toolbar
RecolorColorPicker	1	gallery	More Variations	1	gallery	More Variations
RecordNarration	1	button	Start Recording from Beginning	1	button	Start Recording from Beginning
RecordNarrationFromCurrentSlide	1	button	Start Recording from Current Slide	1	button	Start Recording from Current Slide
RecordSlideShowMenu	1	splitButton	Record Slide Show	1	splitButton	Record Slide Show
Redo	1	gallery	Redo	1	gallery	Redo
RedoOrRepeat	1	button	Redo	1	button	Redo
RefTipSelectLang	1	toggleButton	Mini Translator	0
ReflectionGallery	1	gallery	Reflection	1	gallery	Reflection
ReflectionOptionsDialog	1	button	Reflection Options	0
ReflectionsMoreOptions	0			1	button	Reflection Options
RemoveAudioBookmark	1	button	Remove Bookmark	0
RemoveVideoBookmark	1	button	Remove Bookmark	0
ReopenFromServer	1	button	Reopen Document	1	button	Reopen Document
ReorderAnimationLabel	1	labelControl	Reorder Animation	0
ReplaceDialog	1	button	Replace	1	button	Replace
ReplaceMenu	1	splitButton	Replace	1	splitButton	Replace
ResearchPane	1	toggleButton	Research	1	toggleButton	Research
ReviewCompareAndMerge	1	button	Compare	1	button	Compare
ReviewDeleteAllMarkupInPresentation	1	button	Delete All Markup in the Presentation	1	button	Delete All Markup in the Presentation
ReviewDeleteAllMarkupOnSlide	1	button	Delete All Markup on the Current Slide	1	button	Delete All Comments and Ink on This Slide
ReviewDeleteCommentPowerPoint	1	button	Delete	1	button	Delete
ReviewDeleteCommentsMenuPowerPoint	1	splitButton	Delete	1	splitButton	Delete
ReviewEditComment	1	button	Edit Comment	1	button	Edit Comment
ReviewEndReviewPowerPoint	1	button	End Review	1	button	End Review
ReviewNewComment	1	button	New Comment	1	button	New Comment
ReviewNextChange	1	button	Next	1	button	Next
ReviewNextCommentPowerPoint	1	button	Next	1	button	Next
ReviewPresentationRevisionAccept	1	button	Accept All Changes to the Presentation	1	button	Accept All Changes to the Presentation
ReviewPresentationRevisionReject	1	button	Reject All Changes to the Presentation	1	button	Reject All Changes to the Presentation
ReviewPreviousChange	1	button	Previous	1	button	Previous
ReviewPreviousCommentPowerPoint	1	button	Previous	1	button	Previous
ReviewProtectPresentationMenu	1	menu	Protect Presentation	1	menu	Protect Presentation
ReviewReviewingPanePowerPoint	1	button	Reviewing Pane	1	toggleButton	Reviewing Pane
ReviewRevisionAccept	1	button	Accept Change	1	button	Accept Change
ReviewRevisionAcceptMenu	1	splitButton	Accept	1	splitButton	Accept
ReviewRevisionReject	1	button	Reject change	1	button	Reject Change
ReviewRevisionRejectMenu	1	splitButton	Reject	1	splitButton	Reject
ReviewShowAllChanges	0			1	toggleButton	Show All Changes
ReviewShowChanges	0			1	menu	Show Changes
ReviewShowOnlyConflicts	0			1	toggleButton	Show Only Conflicts
ReviewShowOrHideMarkup	1	toggleButton	Show Markup	1	toggleButton	Show Markup
ReviewSlideRevisionAccept	1	button	Accept All Changes to the Current Slide	1	button	Accept All Changes to This Slide
ReviewSlideRevisionReject	1	button	Reject All Changes to the Current Slide	1	button	Reject All Changes to This Slide
RibbonCustomization	0			1	button	Customize the Ribbon
Save	0			1	category	Places
SaveAndReview	1	button	Save and Review	1	button	Save and Review
SaveAsDiscard	1	button	Save a Copy	0
SaveGroup	0			1	taskFormGroup	Saving Features
ScreenClipping	1	button	Screen Clipping	1	button	Screen Clipping
ScreenTipMoreOptions	1	button	Choose Your Translation Language	0
ScreenshotInsertGallery	1	gallery	Screenshot	1	gallery	Screenshot
SecondCorrectionAlternative	0			1	button	(No Suggestion)
SectionAdd	0			1	button	Add Section
SectionCollapseAll	1	button	Collapse All	1	button	Collapse All
SectionDelete	0			1	button	Remove Section & Slides
SectionExpandAll	1	button	Expand All	1	button	Expand All
SectionMenu	1	menu	Section	1	menu	Section
SectionMergeWithPrevious	0			1	button	Remove Section
SectionMoveDown	0			1	button	Move Section Down
SectionMoveUp	0			1	button	Move Section Up
SectionRemoveAll	1	button	Remove All Sections	1	button	Remove All Sections
SectionRename	1	button	Rename Section	1	button	Rename Section
SelectAll	1	button	Select All	1	button	Select All
SelectMenu	1	menu	Select	1	menu	Select
SelectionPane	1	toggleButton	Selection Pane	1	toggleButton	Selection Pane
SendByInstantMessage	0			1	task
SendUsingEmail	0			1	task	Email
SetLanguage	1	button	Editing Language	1	button	Set Proofing Language
ShadingColorPicker	1	gallery	Shading	1	gallery	Shading
Shadow	1	toggleButton	Shadow	1	toggleButton	Shadow
ShadowNudgeDownClassic	1	button	Nudge Shadow Down	1	button	Nudge Shadow Down
ShadowNudgeLeftClassic	1	button	Nudge Shadow Left	1	button	Nudge Shadow Left
ShadowNudgeRightClassic	1	button	Nudge Shadow Right	1	button	Nudge Shadow Right
ShadowNudgeUpClassic	1	button	Nudge Shadow Up	1	button	Nudge Shadow Up
ShadowOnOrOffClassic	1	button	Shadow On/Off	1	button	Shadow On/Off
ShadowOptionsDialog	1	button	Shadow Options	1	button	Shadow Options
ShapeArc	1	toggleButton	Arc	1	toggleButton	Arc
ShapeChangeShapeGallery	1	gallery	Change Shape	1	gallery	Change Shape
ShapeConnectorStyleCurved	1	toggleButton	Curved Connector	1	toggleButton	Curved Connector
ShapeConnectorStyleElbow	1	toggleButton	Elbow Connector	1	toggleButton	Elbow Connector
ShapeConnectorStyleMenu	1	menu	Connector Types	1	menu	Connector Types
ShapeConnectorStyleStraight	1	toggleButton	Straight Connector	1	toggleButton	Straight Connector
ShapeConvertToFreeform	1	button	Convert to Freeform	1	button	Convert to Freeform
ShapeDownArrow	1	toggleButton	Down Arrow	1	toggleButton	Down Arrow
ShapeEffectsMenu	1	menu	Shape Effects	1	menu	Shape Effects
ShapeElbowConnector	1	toggleButton	Elbow Connector	1	toggleButton	Elbow Connector
ShapeElbowConnectorArrow	1	toggleButton	Elbow Arrow Connector	1	toggleButton	Elbow Arrow Connector
ShapeFillColorPicker	1	gallery	Shape Fill	1	gallery	Shape Fill
ShapeFillMoreGradientsDialog	1	button	More Gradients	1	button	More Gradients
ShapeFillTextureGallery	1	gallery	Texture	1	gallery	Texture
ShapeHeight	1	control	Height	1	control	Height
ShapeIsoscelesTriangle	1	toggleButton	Isosceles Triangle	1	toggleButton	Isosceles Triangle
ShapeLeftBrace	1	toggleButton	Left Brace	1	toggleButton	Left Brace
ShapeOutlineColorPicker	0			1	gallery	Picture Border
ShapeOval	1	toggleButton	Oval	1	toggleButton	Oval
ShapeQuickStylesHome	0			1	gallery	Quick Styles
ShapeRectangle	1	toggleButton	Rectangle	1	toggleButton	Rectangle
ShapeRerouteConnectors	1	toggleButton	Reroute Connectors	1	toggleButton	Reroute Connectors
ShapeRightArrow	1	toggleButton	Right Arrow	1	toggleButton	Right Arrow
ShapeRightBrace	1	toggleButton	Right Brace	1	toggleButton	Right Brace
ShapeRoundedRectangle	1	toggleButton	Rounded Rectangle	1	toggleButton	Rounded Rectangle
ShapeRoundedRectangularCallout	1	toggleButton	Rounded Rectangular Callout	1	toggleButton	Rounded Rectangular Callout
ShapeStar	1	toggleButton	5-Point Star	1	toggleButton	5-Point Star
ShapeStraightConnector	1	toggleButton	Straight Connector	1	toggleButton	Straight Connector
ShapeStraightConnectorArrow	1	toggleButton	Straight Arrow Connector	1	toggleButton	Straight Arrow Connector
ShapeStylesGallery	1	gallery	Quick Styles	1	gallery	Quick Styles
ShapeStylesOtherThemeFillsGallery	1	gallery	Other Theme Fills	1	gallery	Other Theme Fills
ShapeWidth	1	control	Width	1	control	Width
ShapesCombine	0			1	button	Combine
ShapesFragment	0			1	button	Fragment
ShapesInsertGallery	1	gallery	Shapes	1	gallery	Shapes
ShapesIntersect	0			1	button	Intersect
ShapesMoreShapes	1	button	More AutoShapes	1	button	More AutoShapes
ShapesSubtract	0			1	button	Subtract
ShapesUnion	0			1	button	Union
Share	0			1	category	Send
ShareNotesWithMeeting	0			1	button	Share Notes with Meeting
ShareWithNetwork	0			1	task	Post to Social Networks
ShareWithPeople	0			1	task	Invite People
ShowAllChanges	1	toggleButton	Show All Changes	0
ShowChanges	1	menu	Show Changes	0
ShowClipboard	1	button	Office Clipboard	1	button (dialogBoxLauncher)	Office Clipboard
ShowCommentsMenu	0			1	splitButton	Show Comments
ShowMediaControls	1	checkBox	Show Media Controls	0
ShowNotes	0			1	toggleButton	Notes
ShowOnlyConflicts	1	toggleButton	Show Only Conflicts	0
SkyDriveUpsellGroup	0			1	group
SlabCachedMergableReadOnly	1	slab		0
SlabCachedOfflineReadOnly	1	slab		0
SlabCachedReadOnly	1	slab		0
SlabCheckin	1	slab		0
SlabCheckoutRequiredReadOnly	1	slab		0
SlabClickToRunUpdateStatus	1	slab		0
SlabCompressMedia	1	slab		0
SlabContactMicrosoft	1	buttonSlab		0
SlabConvertDocument	1	slab		0
SlabDisabledContent	1	slab		0
SlabDocCoauthors	1	slab		0
SlabDocLocation	1	slab		0
SlabDocPermissions	1	slab		0
SlabDocProperties	1	slab		0
SlabDocUpdatesAvailable	1	slab		0
SlabDocUploadError	1	slab		0
SlabDocUploadErrorSingle	1	slab		0
SlabDocVersions	1	slab		0
SlabDocumentThumbnail	1	slab		0
SlabFinalize	1	slab		0
SlabGenericReadOnly	1	slab		0
SlabGettingStartedMRU	1	slab		0
SlabMaximizePlayback	1	slab		0
SlabNoteboard	1	slab		0
SlabOfflineReadOnly	1	slab		0
SlabPolicyWarning	1	slab		0
SlabPrepareForDistribution	1	slab		0
SlabPrintPreview	1	slab		0
SlabPrintSettings	1	slab		0
SlabSecureReader	1	slab		0
SlabServerReadOnly	1	slab		0
SlabShare	1	formButtonSlab		0
SlabWorkflows	1	slab		0
SlideBackgroundFormatDialog	1	button	Format Background	1	button	Format Background
SlideBackgroundHideGraphics	1	checkBox	Hide Background Graphics	1	checkBox	Hide Background Graphics
SlideBackgroundReset	1	button	Reset Slide Background	1	button	Reset Slide Background
SlideBackgroundStylesGallery	1	gallery	Background Styles	1	gallery	Background Styles
SlideDelete	1	button	Delete	1	button	Delete
SlideHide	1	toggleButton	Hide Slide	1	toggleButton	Hide Slide
SlideLayoutGallery	1	gallery	Layout	1	gallery	Layout
SlideMasterChartPlaceholderInsert	1	button	Chart	1	button	Chart
SlideMasterClipArtPlaceholderInsert	1	button	Clip Art	1	button	Online Image
SlideMasterContentPlaceholderInsert	1	button	Content	1	button	Content
SlideMasterDiagramPlaceholderInsert	1	button	SmartArt	1	button	SmartArt
SlideMasterInsertLayout	1	button	Insert Layout	1	button	Insert Layout
SlideMasterInsertPlaceholderMenu	1	splitButton	Insert Placeholder	1	splitButton	Insert Placeholder
SlideMasterMasterLayout	1	button	Slide Layout	1	button	Slide Layout
SlideMasterMediaPlaceholderInsert	1	button	Media	1	button	Media
SlideMasterPicturePlaceholderInsert	1	button	Picture	1	button	Picture
SlideMasterPreserveMaster	1	toggleButton	Preserve	1	toggleButton	Preserve Master
SlideMasterRenameMaster	1	button	Rename	1	button	Rename Master
SlideMasterShowFooters	1	checkBox	Footers	1	checkBox	Footers
SlideMasterShowTitle	1	checkBox	Title	1	checkBox	Title
SlideMasterTablePlaceholderInsert	1	button	Table	1	button	Table
SlideMasterTextPlaceholderInsert	1	button	Text	1	button	Text
SlideMasterVerticalContentPlaceholderInsert	1	button	Content (Vertical)	1	button	Content (Vertical)
SlideMasterVerticalTextPlaceholderInsert	1	button	Text 	1	button	Text (Vertical)
SlideNew	1	button	New Slide	1	button	New Slide
SlideNewGallery	1	gallery	New Slide	1	gallery	New Slide
SlideOrientationGallery	1	gallery	Slide Orientation	0
SlideReset	1	button	Reset	1	button	Reset Slide
